id,city,state,attraction,category,latitude,longitude,visit_date,season,traveler_type,duration_days,rating,sentiment_label,sentiment_score,safety_score,cleanliness_score,crowd_level,cost_bucket,weather_at_visit,had_scam,had_emergency,emergency_services_nearby,review_text
847,Khajuraho,Madhya Pradesh,Panna Reserve,Heritage,24.8318,79.9199,2025-08-01,Monsoon,Business,6,4.2,Positive,0.784,8,6,Low,Mid-range,Sunny,0,0,Hospitals:12;Police:7,Visited Panna Reserve in Khajuraho as a Business traveler during Monsoon. The trip lasted 6 days. I felt safe most of the time. Weather was Sunny and crowd level was Low. Overall rating 4.2/5.
848,Ahmedabad,Gujarat,Sabarmati Ashram,City,23.0225,72.5714,2024-11-17,Autumn,Couple,2,4.7,Positive,0.553,9,8,Very High,Luxury,Cloudy,0,0,Hospitals:7;Police:4,Visited Sabarmati Ashram in Ahmedabad as a Couple traveler during Autumn. The trip lasted 2 days. I loved the food and culture. Weather was Cloudy and crowd level was Very High. Overall rating 4.7/5.
849,Leh,Ladakh,Pangong Lake,Mountain,34.1526,77.577,2025-08-06,Monsoon,Friends,4,5.0,Positive,0.329,9,6,Medium,Mid-range,Windy,0,0,Hospitals:10;Police:4,Visited Pangong Lake in Leh as a Friends traveler during Monsoon. The trip lasted 4 days. I found the locals very helpful. Weather was Windy and crowd level was Medium. Overall rating 5.0/5.
850,Gir,Gujarat,Gir National Park,Wildlife,21.124,70.8242,2024-08-24,Monsoon,Couple,7,3.3,Neutral,0.216,3,3,High,Luxury,Rainy,0,0,Hospitals:9;Police:8,Visited Gir National Park in Gir as a Couple traveler during Monsoon. The trip lasted 7 days. I had to wait a bit. Weather was Rainy and crowd level was High. Overall rating 3.3/5.
851,Chennai,Tamil Nadu,Kapaleeshwarar,City,13.0827,80.2707,2025-01-12,Winter,Solo,5,2.8,Neutral,0.062,7,6,Medium,Budget,Humid,0,0,Hospitals:12;Police:1,Visited Kapaleeshwarar in Chennai as a Solo traveler during Winter. The trip lasted 5 days. I experience was average. Weather was Humid and crowd level was Medium. Overall rating 2.8/5.
852,Orchha,Madhya Pradesh,Chhatris,Heritage,25.3519,78.64,2023-09-10,Monsoon,Business,6,3.7,Neutral,0.04,4,4,High,Mid-range,Rainy,0,0,Hospitals:6;Police:7,Visited Chhatris in Orchha as a Business traveler during Monsoon. The trip lasted 6 days. I basic amenities available. Weather was Rainy and crowd level was High. Overall rating 3.7/5.
853,Khajuraho,Madhya Pradesh,Raneh Falls,Heritage,24.8318,79.9199,2023-06-07,Monsoon,Solo,5,3.9,Neutral,0.208,6,5,Medium,Mid-range,Cold,0,0,Hospitals:4;Police:5,Visited Raneh Falls in Khajuraho as a Solo traveler during Monsoon. The trip lasted 5 days. I nothing extraordinary. Weather was Cold and crowd level was Medium. Overall rating 3.9/5.
854,Bhubaneswar,Odisha,Nandankanan,City,20.2961,85.8245,2023-02-08,Winter,Friends,7,4.5,Positive,0.796,4,8,High,Budget,Humid,1,0,Hospitals:9;Police:2,Visited Nandankanan in Bhubaneswar as a Friends traveler during Winter. The trip lasted 7 days. I found the locals very helpful. Weather was Humid and crowd level was High. Overall rating 4.5/5.
855,Manali,Himachal Pradesh,Solang Valley,Mountain,32.2432,77.1892,2024-12-01,Winter,Business,2,4.1,Positive,0.331,5,4,Very High,Mid-range,Sunny,0,0,Hospitals:10;Police:2,Visited Solang Valley in Manali as a Business traveler during Winter. The trip lasted 2 days. I found the locals very helpful. Weather was Sunny and crowd level was Very High. Overall rating 4.1/5.
856,Puri,Odisha,Jagannath Temple,Coastal,19.8135,85.8312,2025-05-30,Summer,Family,7,2.9,Neutral,0.116,6,4,Medium,Mid-range,Rainy,0,0,Hospitals:9;Police:2,Visited Jagannath Temple in Puri as a Family traveler during Summer. The trip lasted 7 days. I had to wait a bit. Weather was Rainy and crowd level was Medium. Overall rating 2.9/5.
857,Rann of Kutch,Gujarat,Kalo Dungar,Desert,23.7337,69.8597,2024-08-21,Monsoon,Friends,7,3.7,Neutral,0.185,6,8,Low,Mid-range,Humid,0,0,Hospitals:12;Police:2,Visited Kalo Dungar in Rann of Kutch as a Friends traveler during Monsoon. The trip lasted 7 days. I nothing extraordinary. Weather was Humid and crowd level was Low. Overall rating 3.7/5.
858,Puri,Odisha,Chilika Lake,Coastal,19.8135,85.8312,2024-12-18,Winter,Friends,6,4.4,Positive,0.837,8,4,Very High,Budget,Cloudy,0,0,Hospitals:9;Police:1,Visited Chilika Lake in Puri as a Friends traveler during Winter. The trip lasted 6 days. I had a wonderful time. Weather was Cloudy and crowd level was Very High. Overall rating 4.4/5.
859,Munnar,Kerala,Top Station,Hill Station,10.0892,77.0595,2025-02-16,Winter,Couple,4,5.0,Positive,0.536,6,6,High,Budget,Sunny,1,0,Hospitals:6;Police:8,Visited Top Station in Munnar as a Couple traveler during Winter. The trip lasted 4 days. I scenic views were breathtaking. Weather was Sunny and crowd level was High. Overall rating 5.0/5.
860,Jaisalmer,Rajasthan,Sam Sand Dunes,Desert,26.9157,70.9083,2024-03-19,Summer,Couple,7,4.4,Positive,0.899,8,9,High,Budget,Windy,0,0,Hospitals:11;Police:2,Visited Sam Sand Dunes in Jaisalmer as a Couple traveler during Summer. The trip lasted 7 days. I had a wonderful time. Weather was Windy and crowd level was High. Overall rating 4.4/5.
861,Mahabalipuram,Tamil Nadu,Pancha Rathas,Heritage,12.6208,80.192,2023-08-29,Monsoon,Family,2,4.4,Positive,0.342,4,4,Medium,Budget,Rainy,0,0,Hospitals:7;Police:4,Visited Pancha Rathas in Mahabalipuram as a Family traveler during Monsoon. The trip lasted 2 days. I had a wonderful time. Weather was Rainy and crowd level was Medium. Overall rating 4.4/5.
862,Hyderabad,Telangana,Golconda Fort,City,17.385,78.4867,2025-08-12,Monsoon,Family,1,5.0,Positive,0.312,5,9,Medium,Mid-range,Windy,0,0,Hospitals:12;Police:1,Visited Golconda Fort in Hyderabad as a Family traveler during Monsoon. The trip lasted 1 days. I clean and well-maintained. Weather was Windy and crowd level was Medium. Overall rating 5.0/5.
863,Jim Corbett,Uttarakhand,Safari Zones,Wildlife,29.53,78.7747,2023-04-05,Summer,Couple,5,5.0,Positive,0.465,8,8,Medium,Mid-range,Rainy,0,0,Hospitals:12;Police:4,Visited Safari Zones in Jim Corbett as a Couple traveler during Summer. The trip lasted 5 days. I felt safe most of the time. Weather was Rainy and crowd level was Medium. Overall rating 5.0/5.
864,Ahmedabad,Gujarat,Adalaj Stepwell,City,23.0225,72.5714,2023-02-06,Winter,Family,2,5.0,Positive,0.678,1,7,Low,Budget,Cold,0,0,Hospitals:1;Police:2,Visited Adalaj Stepwell in Ahmedabad as a Family traveler during Winter. The trip lasted 2 days. I scenic views were breathtaking. Weather was Cold and crowd level was Low. Overall rating 5.0/5.
865,Kargil,Ladakh,War Memorial,Mountain,34.5563,76.1269,2023-09-20,Monsoon,Couple,1,5.0,Positive,0.645,5,4,Very High,Mid-range,Cloudy,0,0,Hospitals:11;Police:5,Visited War Memorial in Kargil as a Couple traveler during Monsoon. The trip lasted 1 days. I clean and well-maintained. Weather was Cloudy and crowd level was Very High. Overall rating 5.0/5.
866,Rann of Kutch,Gujarat,Handicraft Villages,Desert,23.7337,69.8597,2023-11-20,Autumn,Friends,5,3.3,Neutral,-0.073,7,7,Medium,Mid-range,Rainy,0,0,Hospitals:5;Police:7,Visited Handicraft Villages in Rann of Kutch as a Friends traveler during Autumn. The trip lasted 5 days. I had to wait a bit. Weather was Rainy and crowd level was Medium. Overall rating 3.3/5.
867,Mumbai,Maharashtra,Elephanta Caves,City,19.076,72.8777,2025-10-07,Autumn,Couple,5,3.7,Neutral,0.183,4,6,Low,Luxury,Rainy,0,0,Hospitals:11;Police:4,Visited Elephanta Caves in Mumbai as a Couple traveler during Autumn. The trip lasted 5 days. I experience was average. Weather was Rainy and crowd level was Low. Overall rating 3.7/5.
868,Sikkim,Sikkim,Nathula Pass,Mountain,27.533,88.5122,2025-06-28,Monsoon,Couple,4,3.7,Neutral,-0.004,6,3,Medium,Budget,Cold,0,0,Hospitals:1;Police:2,Visited Nathula Pass in Sikkim as a Couple traveler during Monsoon. The trip lasted 4 days. I had to wait a bit. Weather was Cold and crowd level was Medium. Overall rating 3.7/5.
869,Jaipur,Rajasthan,Hawa Mahal,Heritage,26.9124,75.7873,2023-04-05,Summer,Couple,1,2.9,Neutral,0.108,8,6,High,Budget,Sunny,0,0,Hospitals:12;Police:3,Visited Hawa Mahal in Jaipur as a Couple traveler during Summer. The trip lasted 1 days. I crowd was manageable. Weather was Sunny and crowd level was High. Overall rating 2.9/5.
870,Darjeeling,West Bengal,Tiger Hill,Hill Station,27.041,88.2663,2025-09-03,Monsoon,Friends,7,2.6,Neutral,0.163,5,7,Medium,Budget,Rainy,0,0,Hospitals:9;Police:7,Visited Tiger Hill in Darjeeling as a Friends traveler during Monsoon. The trip lasted 7 days. I experience was average. Weather was Rainy and crowd level was Medium. Overall rating 2.6/5.
871,Haridwar,Uttarakhand,Mansa Devi,Spiritual,29.9457,78.1642,2023-08-10,Monsoon,Family,5,4.1,Positive,0.748,7,6,Very High,Mid-range,Cold,0,0,Hospitals:4;Police:5,Visited Mansa Devi in Haridwar as a Family traveler during Monsoon. The trip lasted 5 days. I clean and well-maintained. Weather was Cold and crowd level was Very High. Overall rating 4.1/5.
872,Jaisalmer,Rajasthan,Patwon Ki Haveli,Desert,26.9157,70.9083,2023-10-30,Autumn,Solo,6,2.0,Negative,-0.824,6,8,Medium,Mid-range,Cloudy,1,0,Hospitals:3;Police:1,Visited Patwon Ki Haveli in Jaisalmer as a Solo traveler during Autumn. The trip lasted 6 days. I faced issues with crowding. Weather was Cloudy and crowd level was Medium. Overall rating 2.0/5.
873,Kodaikanal,Tamil Nadu,Coaker's Walk,Hill Station,10.2381,77.4892,2024-01-15,Winter,Business,3,3.0,Neutral,0.134,6,7,Low,Budget,Cloudy,0,0,Hospitals:11;Police:3,Visited Coaker's Walk in Kodaikanal as a Business traveler during Winter. The trip lasted 3 days. I food options were okay. Weather was Cloudy and crowd level was Low. Overall rating 3.0/5.
874,Mahabalipuram,Tamil Nadu,Arjuna's Penance,Heritage,12.6208,80.192,2024-05-18,Summer,Business,7,4.3,Positive,0.926,7,6,Medium,Budget,Rainy,0,0,Hospitals:14;Police:5,Visited Arjuna's Penance in Mahabalipuram as a Business traveler during Summer. The trip lasted 7 days. I great value for money. Weather was Rainy and crowd level was Medium. Overall rating 4.3/5.
875,Shimla,Himachal Pradesh,Jakhu Temple,Hill Station,31.1048,77.1734,2023-02-24,Winter,Solo,2,3.1,Neutral,-0.121,6,3,High,Budget,Sunny,0,0,Hospitals:6;Police:10,Visited Jakhu Temple in Shimla as a Solo traveler during Winter. The trip lasted 2 days. I basic amenities available. Weather was Sunny and crowd level was High. Overall rating 3.1/5.
876,Udaipur,Rajasthan,City Palace,Heritage,24.5854,73.7125,2025-10-29,Autumn,Couple,5,4.5,Positive,0.601,7,10,Medium,Budget,Cloudy,0,0,Hospitals:3;Police:1,Visited City Palace in Udaipur as a Couple traveler during Autumn. The trip lasted 5 days. I loved the food and culture. Weather was Cloudy and crowd level was Medium. Overall rating 4.5/5.
877,Kargil,Ladakh,War Memorial,Mountain,34.5563,76.1269,2023-08-09,Monsoon,Couple,2,3.7,Neutral,0.088,5,7,High,Mid-range,Windy,0,0,Hospitals:7;Police:1,Visited War Memorial in Kargil as a Couple traveler during Monsoon. The trip lasted 2 days. I basic amenities available. Weather was Windy and crowd level was High. Overall rating 3.7/5.
878,Rann of Kutch,Gujarat,Handicraft Villages,Desert,23.7337,69.8597,2025-07-19,Monsoon,Solo,4,4.7,Positive,0.315,9,5,Medium,Budget,Humid,0,0,Hospitals:17;Police:11,Visited Handicraft Villages in Rann of Kutch as a Solo traveler during Monsoon. The trip lasted 4 days. I had a wonderful time. Weather was Humid and crowd level was Medium. Overall rating 4.7/5.
879,Leh,Ladakh,Khardung La,Mountain,34.1526,77.577,2025-03-31,Summer,Couple,5,3.8,Neutral,0.175,2,5,Medium,Mid-range,Sunny,0,0,Hospitals:11;Police:3,Visited Khardung La in Leh as a Couple traveler during Summer. The trip lasted 5 days. I had to wait a bit. Weather was Sunny and crowd level was Medium. Overall rating 3.8/5.
880,Kolkata,West Bengal,Howrah Bridge,City,22.5726,88.3639,2024-01-14,Winter,Business,2,3.0,Neutral,0.207,8,7,Low,Budget,Windy,0,0,Hospitals:9;Police:6,Visited Howrah Bridge in Kolkata as a Business traveler during Winter. The trip lasted 2 days. I basic amenities available. Weather was Windy and crowd level was Low. Overall rating 3.0/5.
881,Kargil,Ladakh,Suru Valley,Mountain,34.5563,76.1269,2025-05-16,Summer,Friends,6,3.3,Neutral,-0.135,9,3,Low,Budget,Rainy,0,0,Hospitals:9;Police:4,Visited Suru Valley in Kargil as a Friends traveler during Summer. The trip lasted 6 days. I food options were okay. Weather was Rainy and crowd level was Low. Overall rating 3.3/5.
882,Bengaluru,Karnataka,Lalbagh,City,12.9716,77.5946,2024-02-16,Winter,Couple,2,5.0,Positive,0.35,7,5,Low,Luxury,Rainy,0,0,Hospitals:8;Police:8,Visited Lalbagh in Bengaluru as a Couple traveler during Winter. The trip lasted 2 days. I clean and well-maintained. Weather was Rainy and crowd level was Low. Overall rating 5.0/5.
883,Jim Corbett,Uttarakhand,Corbett Falls,Wildlife,29.53,78.7747,2023-07-10,Monsoon,Business,3,4.5,Positive,0.741,2,5,Medium,Mid-range,Cold,0,0,Hospitals:4;Police:3,Visited Corbett Falls in Jim Corbett as a Business traveler during Monsoon. The trip lasted 3 days. I scenic views were breathtaking. Weather was Cold and crowd level was Medium. Overall rating 4.5/5.
884,Mysuru,Karnataka,Mysore Palace,Heritage,12.2958,76.6394,2024-08-15,Monsoon,Business,2,3.9,Neutral,0.032,6,9,Medium,Luxury,Rainy,0,0,Hospitals:7;Police:4,Visited Mysore Palace in Mysuru as a Business traveler during Monsoon. The trip lasted 2 days. I nothing extraordinary. Weather was Rainy and crowd level was Medium. Overall rating 3.9/5.
885,Orchha,Madhya Pradesh,Ram Raja Temple,Heritage,25.3519,78.64,2024-02-24,Winter,Business,4,2.5,Negative,-0.779,3,7,Medium,Budget,Rainy,0,0,Hospitals:4;Police:2,Visited Ram Raja Temple in Orchha as a Business traveler during Winter. The trip lasted 4 days. I cleanliness could be better. Weather was Rainy and crowd level was Medium. Overall rating 2.5/5.
886,Jim Corbett,Uttarakhand,Safari Zones,Wildlife,29.53,78.7747,2023-12-24,Winter,Friends,2,5.0,Positive,0.791,6,5,High,Budget,Rainy,0,0,Hospitals:1;Police:12,Visited Safari Zones in Jim Corbett as a Friends traveler during Winter. The trip lasted 2 days. I found the locals very helpful. Weather was Rainy and crowd level was High. Overall rating 5.0/5.
887,Munnar,Kerala,Eravikulam NP,Hill Station,10.0892,77.0595,2025-05-11,Summer,Family,2,5.0,Positive,0.345,3,5,Low,Mid-range,Rainy,0,0,Hospitals:5;Police:7,Visited Eravikulam NP in Munnar as a Family traveler during Summer. The trip lasted 2 days. I transport was convenient. Weather was Rainy and crowd level was Low. Overall rating 5.0/5.
888,Kargil,Ladakh,Mulbekh,Mountain,34.5563,76.1269,2025-09-20,Monsoon,Family,5,2.7,Neutral,-0.049,5,6,High,Mid-range,Cloudy,0,0,Hospitals:2;Police:3,Visited Mulbekh in Kargil as a Family traveler during Monsoon. The trip lasted 5 days. I crowd was manageable. Weather was Cloudy and crowd level was High. Overall rating 2.7/5.
889,Khajuraho,Madhya Pradesh,Western Temples,Heritage,24.8318,79.9199,2024-04-19,Summer,Solo,2,3.4,Neutral,0.049,6,10,Very High,Mid-range,Humid,0,0,Hospitals:4;Police:9,Visited Western Temples in Khajuraho as a Solo traveler during Summer. The trip lasted 2 days. I had to wait a bit. Weather was Humid and crowd level was Very High. Overall rating 3.4/5.
890,Nainital,Uttarakhand,Snow View,Hill Station,29.3919,79.4542,2025-07-22,Monsoon,Couple,3,3.8,Neutral,0.248,7,8,Low,Budget,Sunny,0,0,Hospitals:5;Police:4,Visited Snow View in Nainital as a Couple traveler during Monsoon. The trip lasted 3 days. I nothing extraordinary. Weather was Sunny and crowd level was Low. Overall rating 3.8/5.
891,Kargil,Ladakh,Suru Valley,Mountain,34.5563,76.1269,2023-10-06,Autumn,Family,6,4.3,Positive,0.716,7,10,High,Luxury,Humid,0,0,Hospitals:5;Police:4,Visited Suru Valley in Kargil as a Family traveler during Autumn. The trip lasted 6 days. I transport was convenient. Weather was Humid and crowd level was High. Overall rating 4.3/5.
892,Jaisalmer,Rajasthan,Sam Sand Dunes,Desert,26.9157,70.9083,2025-06-02,Monsoon,Solo,5,4.1,Positive,0.741,8,3,High,Mid-range,Rainy,0,0,Hospitals:8;Police:8,Visited Sam Sand Dunes in Jaisalmer as a Solo traveler during Monsoon. The trip lasted 5 days. I loved the food and culture. Weather was Rainy and crowd level was High. Overall rating 4.1/5.
893,Kolkata,West Bengal,Dakshineswar,City,22.5726,88.3639,2023-11-16,Autumn,Business,6,5.0,Positive,0.945,7,6,High,Budget,Windy,0,0,Hospitals:2;Police:1,Visited Dakshineswar in Kolkata as a Business traveler during Autumn. The trip lasted 6 days. I clean and well-maintained. Weather was Windy and crowd level was High. Overall rating 5.0/5.
894,Ooty,Tamil Nadu,Doddabetta Peak,Hill Station,11.4064,76.6932,2024-04-15,Summer,Family,6,3.6,Neutral,0.247,6,6,Medium,Mid-range,Windy,0,0,Hospitals:4;Police:8,Visited Doddabetta Peak in Ooty as a Family traveler during Summer. The trip lasted 6 days. I crowd was manageable. Weather was Windy and crowd level was Medium. Overall rating 3.6/5.
895,Orchha,Madhya Pradesh,Orchha Fort,Heritage,25.3519,78.64,2023-11-04,Autumn,Family,6,4.8,Positive,0.423,7,6,Medium,Budget,Humid,0,0,Hospitals:9;Police:4,Visited Orchha Fort in Orchha as a Family traveler during Autumn. The trip lasted 6 days. I found the locals very helpful. Weather was Humid and crowd level was Medium. Overall rating 4.8/5.
896,Leh,Ladakh,Khardung La,Mountain,34.1526,77.577,2024-02-06,Winter,Family,6,5.0,Positive,0.845,8,7,High,Mid-range,Cloudy,0,0,Hospitals:3;Police:11,Visited Khardung La in Leh as a Family traveler during Winter. The trip lasted 6 days. I great for families. Weather was Cloudy and crowd level was High. Overall rating 5.0/5.
897,Jim Corbett,Uttarakhand,Garjia Temple,Wildlife,29.53,78.7747,2023-12-01,Winter,Solo,7,1.8,Negative,-0.462,7,8,Very High,Luxury,Rainy,0,0,Hospitals:1;Police:9,Visited Garjia Temple in Jim Corbett as a Solo traveler during Winter. The trip lasted 7 days. I traffic was chaotic. Weather was Rainy and crowd level was Very High. Overall rating 1.8/5.
898,Kolkata,West Bengal,Dakshineswar,City,22.5726,88.3639,2024-01-11,Winter,Family,1,4.0,Positive,0.31,6,7,Low,Budget,Rainy,0,0,Hospitals:7;Police:5,Visited Dakshineswar in Kolkata as a Family traveler during Winter. The trip lasted 1 days. I scenic views were breathtaking. Weather was Rainy and crowd level was Low. Overall rating 4.0/5.
899,Kodaikanal,Tamil Nadu,Coaker's Walk,Hill Station,10.2381,77.4892,2024-07-23,Monsoon,Business,4,3.7,Neutral,0.104,9,6,Medium,Budget,Humid,1,0,Hospitals:12;Police:4,Visited Coaker's Walk in Kodaikanal as a Business traveler during Monsoon. The trip lasted 4 days. I basic amenities available. Weather was Humid and crowd level was Medium. Overall rating 3.7/5.
900,Hampi,Karnataka,Virupaksha Temple,Heritage,15.335,76.46,2024-12-04,Winter,Solo,1,3.6,Neutral,0.05,4,4,Low,Luxury,Cold,0,0,Hospitals:4;Police:10,Visited Virupaksha Temple in Hampi as a Solo traveler during Winter. The trip lasted 1 days. I nothing extraordinary. Weather was Cold and crowd level was Low. Overall rating 3.6/5.
